0	CONN	16	12	up
126	CONN	12	16	up
375	CONN	2	13	up
463	CONN	15	52	up
513	CONN	13	2	up
526	CONN	4	3	up
710	CONN	21	24	up
1142	CONN	55	24	up
1305	CONN	84	90	up
1351	CONN	3	4	up
1353	CONN	4	0	up
1403	CONN	0	39	up
1418	CONN	84	95	up
1445	CONN	86	50	up
1528	CONN	15	16	up
1535	CONN	45	82	up
1536	CONN	84	67	up
1538	CONN	66	94	up
1538	CONN	69	40	up
1548	CONN	21	55	up
1631	CONN	0	51	up
1649	CONN	85	70	up
1655	CONN	92	63	up
1659	CONN	89	92	up
1662	CONN	64	94	up
1666	CONN	44	37	up
1666	CONN	44	77	up
1673	CONN	27	95	up
1676	CONN	86	41	up
1708	CONN	4	15	up
1720	CONN	70	86	up
1758	CONN	14	37	up
1762	CONN	85	20	up
1762	CONN	88	22	up
1762	CONN	88	41	up
1764	CONN	12	1	up
1765	CONN	15	12	up
1770	CONN	71	80	up
1771	CONN	68	53	up
1772	CONN	68	39	up
1772	CONN	94	53	up
1772	CONN	95	36	up
1773	CONN	61	35	up
1773	CONN	61	47	up
1773	CONN	61	68	up
1773	CONN	61	86	up
1773	CONN	61	97	up
1773	CONN	80	63	up
1773	CONN	80	79	up
1773	CONN	90	61	up
1773	CONN	90	79	up
1773	CONN	91	25	up
1773	CONN	91	29	up
1773	CONN	94	78	up
1774	CONN	61	64	up
1774	CONN	91	44	up
1774	CONN	94	23	up
1774	CONN	94	54	up
1775	CONN	25	82	up
1775	CONN	68	30	up
1775	CONN	90	35	up
1775	CONN	90	59	up
1776	CONN	38	61	up
1776	CONN	53	86	up
1776	CONN	53	90	up
1776	CONN	63	60	up
1776	CONN	63	78	up
1776	CONN	80	46	up
1776	CONN	80	69	up
1776	CONN	92	25	up
1776	CONN	92	36	up
1776	CONN	92	56	up
1777	CONN	20	31	up
1777	CONN	20	50	up
1777	CONN	20	72	up
1778	CONN	20	66	up
1778	CONN	74	45	up
1778	CONN	74	87	up
1778	CONN	84	50	up
1778	CONN	89	27	up
1778	CONN	89	42	up
1778	CONN	89	90	up
1779	CONN	72	91	up
1779	CONN	74	35	up
1779	CONN	74	97	up
1779	CONN	82	31	up
1780	CONN	30	20	up
1780	CONN	30	66	up
1780	CONN	30	75	up
1780	CONN	72	40	up
1780	CONN	72	89	up
1781	CONN	64	40	up
1781	CONN	82	28	up
1782	CONN	79	42	up
1782	CONN	79	73	up
1782	CONN	79	90	up
1784	CONN	79	27	up
1784	CONN	79	38	up
1785	CONN	86	28	up
1785	CONN	86	45	up
1786	CONN	27	26	up
1786	CONN	27	32	up
1787	CONN	27	26	down
1787	CONN	27	32	down
1787	CONN	27	77	up
1787	CONN	27	77	down
1788	CONN	27	49	up
1788	CONN	27	49	down
1788	CONN	27	82	up
1788	CONN	27	82	down
1788	CONN	27	95	down
1788	CONN	86	30	up
1788	CONN	86	30	down
1788	CONN	86	41	down
1788	CONN	86	45	down
1788	CONN	86	55	up
1788	CONN	86	55	down
1788	CONN	86	65	up
1788	CONN	86	73	up
1788	CONN	86	85	up
1788	CONN	86	92	up
1788	CONN	86	92	down
1791	CONN	86	21	up
1791	CONN	86	21	down
1791	CONN	86	22	up
1791	CONN	86	22	down
1791	CONN	86	48	up
1791	CONN	86	48	down
1791	CONN	86	50	down
1791	CONN	86	65	down
1791	CONN	86	85	down
1792	CONN	1	12	up
1824	CONN	4	41	up
1824	CONN	4	41	down
1838	CONN	55	21	up
1840	CONN	70	23	up
1840	CONN	70	43	up
1840	CONN	70	43	down
1840	CONN	70	59	up
1840	CONN	70	59	down
1840	CONN	70	77	up
1840	CONN	70	77	down
1840	CONN	70	80	up
1840	CONN	70	80	down
1840	CONN	70	86	down
1856	CONN	0	39	down
1856	CONN	0	46	up
1856	CONN	0	46	down
1856	CONN	0	51	down
1856	CONN	0	58	up
1856	CONN	0	58	down
1856	CONN	0	65	up
1856	CONN	0	65	down
1869	CONN	45	25	up
1869	CONN	45	43	up
1869	CONN	45	44	up
1869	CONN	45	77	up
1869	CONN	45	77	down
1869	CONN	45	80	up
1869	CONN	45	82	down
1869	CONN	45	83	up
1869	CONN	45	83	down
1869	CONN	45	92	up
1869	CONN	45	92	down
1872	CONN	88	15	up
1872	CONN	88	15	down
1872	CONN	88	21	up
1872	CONN	88	21	down
1872	CONN	88	22	down
1872	CONN	88	41	down
1872	CONN	88	48	up
1872	CONN	88	48	down
1872	CONN	88	61	up
1872	CONN	88	61	down
1872	CONN	88	66	up
1872	CONN	88	66	down
1877	CONN	15	16	down
1877	CONN	15	33	up
1877	CONN	15	78	up
1877	CONN	67	31	up
1877	CONN	67	31	down
1877	CONN	67	53	up
1877	CONN	67	53	down
1877	CONN	67	76	up
1877	CONN	67	76	down
1877	CONN	67	89	up
1877	CONN	67	89	down
1877	CONN	67	91	up
1877	CONN	67	91	down
1877	CONN	67	92	up
1877	CONN	67	92	down
1877	CONN	67	95	up
1879	CONN	67	25	up
1879	CONN	67	25	down
1879	CONN	67	45	up
1879	CONN	67	56	up
1879	CONN	67	56	down
1879	CONN	67	86	up
1879	CONN	67	88	up
1879	CONN	67	88	down
1879	CONN	67	90	up
1879	CONN	67	90	down
1879	CONN	67	95	down
1879	CONN	85	27	up
1879	CONN	85	27	down
1879	CONN	85	71	up
1879	CONN	85	71	down
1879	CONN	85	72	up
1879	CONN	85	72	down
1879	CONN	85	80	up
1879	CONN	85	80	down
1879	CONN	85	92	up
1880	CONN	14	37	down
1880	CONN	14	50	up
1880	CONN	14	50	down
1880	CONN	14	61	up
1880	CONN	14	61	down
1880	CONN	14	93	up
1881	CONN	85	30	up
1881	CONN	85	30	down
1881	CONN	85	31	up
1881	CONN	85	31	down
1881	CONN	85	41	up
1881	CONN	85	41	down
1881	CONN	85	56	up
1881	CONN	85	62	up
1881	CONN	85	62	down
1881	CONN	85	79	up
1886	CONN	95	36	down
1886	CONN	95	40	up
1886	CONN	95	50	up
1886	CONN	95	66	up
1886	CONN	95	66	down
1886	CONN	95	73	up
1886	CONN	95	83	up
1886	CONN	95	83	down
1886	CONN	95	89	up
1886	CONN	95	89	down
1888	CONN	91	25	down
1888	CONN	91	29	down
1888	CONN	91	39	up
1888	CONN	91	39	down
1888	CONN	91	72	up
1888	CONN	91	72	down
1888	CONN	91	83	up
1888	CONN	91	83	down
1888	CONN	91	95	up
1888	CONN	94	23	down
1888	CONN	94	52	up
1888	CONN	94	52	down
1888	CONN	94	53	down
1888	CONN	94	61	up
1888	CONN	94	61	down
1888	CONN	94	63	up
1888	CONN	94	63	down
1888	CONN	94	78	down
1888	CONN	94	88	up
1889	CONN	94	51	up
1889	CONN	94	51	down
1889	CONN	94	70	up
1889	CONN	94	70	down
1889	CONN	94	83	up
1889	CONN	94	88	down
1889	CONN	94	97	up
1889	CONN	94	97	down
1890	CONN	20	50	down
1890	CONN	20	59	up
1890	CONN	20	59	down
1890	CONN	20	67	up
1890	CONN	20	67	down
1890	CONN	20	76	up
1890	CONN	20	76	down
1890	CONN	20	79	up
1890	CONN	20	79	down
1890	CONN	20	91	up
1890	CONN	20	91	down
1890	CONN	72	34	up
1890	CONN	72	34	down
1890	CONN	72	40	down
1890	CONN	72	59	up
1890	CONN	72	67	up
1890	CONN	72	67	down
1890	CONN	72	76	up
1890	CONN	72	76	down
1890	CONN	72	92	up
1890	CONN	72	92	down
1890	CONN	80	46	down
1890	CONN	80	63	down
1890	CONN	80	69	down
1890	CONN	80	79	down
1890	CONN	80	82	up
1890	CONN	80	82	down
1890	CONN	80	92	up
1890	CONN	80	92	down
1890	CONN	80	97	up
1890	CONN	80	97	down
1890	CONN	91	30	up
1890	CONN	91	30	down
1890	CONN	91	31	up
1890	CONN	91	31	down
1890	CONN	91	36	up
1890	CONN	91	36	down
1890	CONN	91	44	down
1890	CONN	91	50	up
1890	CONN	91	50	down
1890	CONN	91	66	up
1890	CONN	91	76	up
1890	CONN	91	76	down
1890	CONN	92	31	up
1890	CONN	92	31	down
1890	CONN	92	32	up
